user_id,first_touch,registration_date,kyc_date,activation_date,first_trade_date,total_revenue_30d,arpu_segment,cohort_month,retention_7d,retention_14d,retention_30d
U001233,Google Ads,2026-01-31,,,,0.00,Low,2026-01,0,0,0
U001234,Google Ads,2026-02-02,2026-02-10,2026-02-12,2026-02-15,92.78,Low,2026-02,0,0,0
U001235,Referral,,,,,0.00,Low,,0,0,0
U001236,Push Notification (WebEngage),,,,,0.00,Low,,0,0,0
U001237,Organic Search,2025-11-26,,,,0.00,Low,2025-11,1,1,1
U001238,Google Ads,,,,,0.00,Low,,1,0,0
U001239,Organic Search,,,,,0.00,Low,,0,0,0
U001240,Organic Search,,,,,0.00,Low,,0,0,0
U001241,Email,2025-12-07,,,,0.00,Low,2025-12,0,0,0
U001242,Google Ads,,,,,0.00,Low,,1,1,1
U001243,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U001244,Google Ads,,,,,0.00,Low,,0,0,0
U001245,Referral,2025-12-20,2025-12-29,,,0.00,Low,2025-12,0,0,0
U001246,Organic Search,,,,,0.00,Low,,0,0,0
U001247,Meta (FB/IG),2026-02-01,2026-02-02,2026-02-04,2026-02-17,100.85,Low,2026-02,0,0,0
U001248,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U001249,Google Ads,2026-02-02,2026-02-03,,,0.00,Low,2026-02,0,0,0
U001250,Google Ads,,,,,0.00,Low,,0,0,0
U001251,LinkedIn Ads,,,,,0.00,Low,,0,0,0
U001252,Organic Search,,,,,0.00,Low,,1,0,0
U001253,Google Ads,2026-01-26,2026-01-27,2026-02-05,,0.00,Low,2026-01,1,1,1
U001254,Google Ads,,,,,0.00,Low,,0,0,0
U001255,Organic Search,2026-01-27,2026-02-03,,,0.00,Low,2026-01,0,0,0
U001256,Push Notification (WebEngage),,,,,0.00,Low,,0,0,0
U001257,Referral,2026-01-01,2026-01-02,2026-01-06,2026-01-22,35.30,Low,2026-01,1,1,1
U001258,SMS,,,,,0.00,Low,,0,0,0
U001259,Push Notification (WebEngage),,,,,0.00,Low,,0,0,0
U001260,Organic Search,2026-01-10,,,,0.00,Low,2026-01,0,0,0
U001261,Google Ads,,,,,0.00,Low,,0,0,0
U001262,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U001263,Organic Search,,,,,0.00,Low,,1,1,1
U001264,Push Notification (WebEngage),2025-11-30,,,,0.00,Low,2025-11,0,0,0
U001265,Referral,,,,,0.00,Low,,1,0,0
U001266,Organic Search,,,,,0.00,Low,,0,0,0
U001267,Google Ads,2026-01-12,2026-01-19,2026-01-20,,0.00,Low,2026-01,1,0,0
U001268,Referral,,,,,0.00,Low,,0,0,0
U001269,Google Ads,,,,,0.00,Low,,0,0,0
U001270,Organic Search,2025-12-22,2025-12-28,2026-01-07,,134.10,Low,2025-12,1,1,0
U001271,Meta (FB/IG),2025-12-07,2025-12-08,,,0.00,Low,2025-12,1,0,0
U001272,Referral,2026-02-09,,,,0.00,Low,2026-02,1,1,0
U001273,Google Ads,2026-01-22,,,,0.00,Low,2026-01,0,0,0
U001274,LinkedIn Ads,,,,,0.00,Low,,0,0,0
U001275,Organic Search,,,,,0.00,Low,,0,0,0
U001276,Organic Search,,,,,0.00,Low,,0,0,0
U001277,Meta (FB/IG),2025-12-10,2025-12-16,2025-12-18,2025-12-23,224.09,Low,2025-12,0,0,0
U001278,Referral,2025-12-18,2025-12-26,,,0.00,Low,2025-12,0,0,0
U001279,Organic Search,,,,,0.00,Low,,0,0,0
U001280,Google Ads,,,,,0.00,Low,,0,0,0
U001281,Google Ads,,,,,0.00,Low,,0,0,0
U001282,Meta (FB/IG),2026-01-20,,,,0.00,Low,2026-01,0,0,0
U001283,Referral,2025-11-25,,,,0.00,Low,2025-11,0,0,0
U001284,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U001285,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U001286,Organic Search,,,,,0.00,Low,,0,0,0
U001287,Email,,,,,0.00,Low,,0,0,0
U001288,Email,2025-12-07,2025-12-15,,,0.00,Low,2025-12,0,0,0
U001289,Referral,,,,,0.00,Low,,0,0,0
U001290,Google Ads,,,,,0.00,Low,,0,0,0
U001291,Referral,2025-12-25,,,,0.00,Low,2025-12,0,0,0
U001292,Meta (FB/IG),2025-12-19,2025-12-22,2026-01-01,2026-01-01,187.43,Low,2025-12,1,1,1
U001293,Google Ads,,,,,0.00,Low,,0,0,0
U001294,Referral,,,,,0.00,Low,,0,0,0
U001295,Email,2026-02-01,,,,0.00,Low,2026-02,0,0,0
U001296,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U001297,Google Ads,,,,,0.00,Low,,0,0,0
U001298,SMS,,,,,0.00,Low,,0,0,0
U001299,Email,,,,,0.00,Low,,0,0,0
U001300,Push Notification (WebEngage),2026-01-04,2026-01-05,2026-01-11,2026-01-12,181.83,Low,2026-01,0,0,0
U001301,Meta (FB/IG),2026-01-14,2026-01-23,,,0.00,Low,2026-01,0,0,0
U001302,Google Ads,2026-01-05,2026-01-13,,,0.00,Low,2026-01,1,0,0
U001303,Google Ads,2025-11-27,2025-12-03,,,0.00,Low,2025-11,0,0,0
U001304,SMS,,,,,0.00,Low,,0,0,0
U001305,Organic Search,,,,,0.00,Low,,0,0,0
U001306,Organic Search,2025-12-26,,,,0.00,Low,2025-12,1,1,1
U001307,Meta (FB/IG),,,,,0.00,Low,,1,0,0
U001308,Email,,,,,0.00,Low,,0,0,0
U001309,Google Ads,,,,,0.00,Low,,0,0,0
U001310,Organic Search,,,,,0.00,Low,,0,0,0
U001311,Push Notification (WebEngage),,,,,0.00,Low,,0,0,0
U001312,Meta (FB/IG),2025-12-31,2026-01-04,,,0.00,Low,2025-12,0,0,0
U001313,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U001314,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U001315,Push Notification (WebEngage),2025-12-23,2026-01-01,2026-01-06,2026-01-14,310.12,Low,2025-12,1,1,0
U001316,SMS,2026-01-25,2026-02-03,2026-02-12,2026-02-15,246.52,Low,2026-01,0,0,0
U001317,Referral,2026-01-22,,,,0.00,Low,2026-01,1,1,0
U001318,Organic Search,2026-01-01,2026-01-08,,,0.00,Low,2026-01,0,0,0
U001319,Organic Search,,,,,0.00,Low,,0,0,0
U001320,Organic Search,,,,,0.00,Low,,0,0,0
U001321,Organic Search,2026-01-23,2026-01-30,2026-02-04,2026-02-13,253.43,Low,2026-01,0,0,0
U001322,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U001323,SMS,2025-11-29,2025-12-02,2025-12-05,2025-12-16,266.80,Low,2025-11,1,1,0
U001324,SMS,,,,,0.00,Low,,0,0,0
U001325,Organic Search,,,,,0.00,Low,,0,0,0
U001326,Organic Search,2026-02-07,,,,0.00,Low,2026-02,1,1,0
U001327,Push Notification (WebEngage),,,,,0.00,Low,,0,0,0
U001328,Push Notification (WebEngage),,,,,0.00,Low,,0,0,0
U001329,Google Ads,,,,,0.00,Low,,0,0,0
U001330,Referral,2025-11-30,2025-12-01,2025-12-10,,0.00,Low,2025-11,0,0,0
U001331,Organic Search,,,,,0.00,Low,,0,0,0
U001332,LinkedIn Ads,,,,,0.00,Low,,0,0,0
U001333,Google Ads,2026-01-24,2026-01-26,2026-02-03,2026-02-17,186.94,Low,2026-01,1,1,1
U001334,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U001335,Organic Search,,,,,0.00,Low,,0,0,0
U001336,Referral,,,,,0.00,Low,,1,1,1
U001337,Google Ads,2025-12-19,2025-12-28,2026-01-01,,232.81,Low,2025-12,0,0,0
U001338,Push Notification (WebEngage),,,,,0.00,Low,,0,0,0
U001339,Organic Search,2026-01-10,2026-01-18,,,0.00,Low,2026-01,1,1,0
U001340,Email,,,,,0.00,Low,,1,0,0
U001341,SMS,2025-12-13,,,,0.00,Low,2025-12,0,0,0
U001342,Organic Search,2025-11-24,,,,0.00,Low,2025-11,0,0,0
U001343,Google Ads,2026-01-08,2026-01-17,2026-01-26,,458.50,Low,2026-01,1,0,0
U001344,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U001345,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U001346,Organic Search,,,,,0.00,Low,,0,0,0
U001347,Organic Search,,,,,0.00,Low,,0,0,0
U001348,Meta (FB/IG),2025-12-03,2025-12-05,,,0.00,Low,2025-12,0,0,0
U001349,Google Ads,2025-12-09,2025-12-11,2025-12-18,2025-12-21,283.97,Low,2025-12,0,0,0
U001350,Organic Search,2025-11-22,,,,0.00,Low,2025-11,0,0,0
U001351,Email,,,,,0.00,Low,,0,0,0
U001352,SMS,,,,,0.00,Low,,1,0,0
U001353,Google Ads,,,,,0.00,Low,,0,0,0
U001354,Push Notification (WebEngage),,,,,0.00,Low,,0,0,0
U001355,Organic Search,2025-12-25,2025-12-31,,,0.00,Low,2025-12,1,1,0
U001356,Google Ads,,,,,0.00,Low,,0,0,0
U001357,LinkedIn Ads,,,,,0.00,Low,,0,0,0
U001358,Push Notification (WebEngage),,,,,0.00,Low,,0,0,0
U001359,Google Ads,,,,,0.00,Low,,0,0,0
U001360,Push Notification (WebEngage),,,,,0.00,Low,,0,0,0
U001361,Organic Search,2026-02-06,,,,0.00,Low,2026-02,1,1,0
U001362,Push Notification (WebEngage),,,,,0.00,Low,,0,0,0
U001363,LinkedIn Ads,,,,,0.00,Low,,0,0,0
U001364,Push Notification (WebEngage),,,,,0.00,Low,,1,1,0
U001365,Email,2026-02-11,,,,0.00,Low,2026-02,0,0,0
U001366,SMS,,,,,0.00,Low,,0,0,0
U001367,Push Notification (WebEngage),,,,,0.00,Low,,0,0,0
U001368,Push Notification (WebEngage),,,,,0.00,Low,,0,0,0
U001369,Push Notification (WebEngage),,,,,0.00,Low,,0,0,0
U001370,Meta (FB/IG),2026-01-28,,,,0.00,Low,2026-01,1,0,0
U001371,Google Ads,2026-01-30,2026-01-31,,,0.00,Low,2026-01,0,0,0
U001372,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U001373,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U001374,Email,,,,,0.00,Low,,0,0,0
U001375,Organic Search,,,,,0.00,Low,,0,0,0
U001376,SMS,2025-12-09,2025-12-18,2025-12-19,2026-01-08,165.68,Low,2025-12,1,1,1
U001377,Push Notification (WebEngage),,,,,0.00,Low,,0,0,0
U001378,Email,2026-01-31,,,,0.00,Low,2026-01,0,0,0
U001379,Google Ads,2026-02-10,2026-02-17,,,0.00,Low,2026-02,0,0,0
U001380,Referral,,,,,0.00,Low,,1,0,0
U001381,LinkedIn Ads,,,,,0.00,Low,,0,0,0
U001382,Referral,,,,,0.00,Low,,0,0,0
U001383,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U001384,Meta (FB/IG),2025-12-17,2025-12-26,,,0.00,Low,2025-12,0,0,0
U001385,Organic Search,2026-01-10,,,,0.00,Low,2026-01,0,0,0
U001386,Email,,,,,0.00,Low,,0,0,0
U001387,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U001388,Google Ads,,,,,0.00,Low,,0,0,0
U001389,Email,,,,,0.00,Low,,0,0,0
U001390,Google Ads,2025-12-02,2025-12-11,2025-12-21,2026-01-07,388.92,Low,2025-12,0,0,0
U001391,Referral,2025-12-18,,,,0.00,Low,2025-12,0,0,0
U001392,SMS,2026-01-30,2026-02-01,,,0.00,Low,2026-01,0,0,0
U001393,Meta (FB/IG),2025-11-29,,,,0.00,Low,2025-11,0,0,0
U001394,Referral,2025-11-28,,,,0.00,Low,2025-11,0,0,0
U001395,Google Ads,,,,,0.00,Low,,0,0,0
U001396,Push Notification (WebEngage),,,,,0.00,Low,,1,1,1
U001397,Organic Search,2026-02-02,2026-02-09,,,0.00,Low,2026-02,0,0,0
U001398,Organic Search,2025-12-01,2025-12-08,2025-12-08,2025-12-08,228.80,Low,2025-12,0,0,0
U001399,Referral,2026-01-05,2026-01-13,2026-01-22,2026-01-23,145.45,Low,2026-01,0,0,0
U001400,Organic Search,,,,,0.00,Low,,0,0,0
U001401,Google Ads,2025-12-27,2026-01-04,2026-01-11,2026-01-13,68.64,Low,2025-12,0,0,0
U001402,Google Ads,2025-12-27,,,,0.00,Low,2025-12,0,0,0
U001403,Email,2025-12-12,2025-12-18,,,0.00,Low,2025-12,1,1,0
U001404,Google Ads,,,,,0.00,Low,,1,1,1
U001405,Google Ads,2025-12-04,2025-12-13,,,0.00,Low,2025-12,0,0,0
U001406,SMS,,,,,0.00,Low,,0,0,0
U001407,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U001408,SMS,,,,,0.00,Low,,1,0,0
U001409,Push Notification (WebEngage),2025-12-05,,,,0.00,Low,2025-12,0,0,0
U001410,Email,2026-01-12,,,,0.00,Low,2026-01,0,0,0
U001411,Email,,,,,0.00,Low,,0,0,0
U001412,Referral,2025-12-29,2025-12-31,2026-01-02,2026-01-17,151.72,Low,2025-12,0,0,0
U001413,Organic Search,2025-12-21,,,,0.00,Low,2025-12,0,0,0
U001414,Organic Search,,,,,0.00,Low,,0,0,0
U001415,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U001416,Organic Search,,,,,0.00,Low,,1,0,0
U001417,Meta (FB/IG),2025-11-24,2025-11-26,2025-12-05,2025-12-13,330.37,Low,2025-11,1,1,1
U001418,Google Ads,,,,,0.00,Low,,0,0,0
U001419,Organic Search,,,,,0.00,Low,,1,1,1
U001420,SMS,,,,,0.00,Low,,0,0,0
U001421,Google Ads,2025-12-08,2025-12-17,2025-12-17,2025-12-23,540.11,Low,2025-12,0,0,0
U001422,LinkedIn Ads,,,,,0.00,Low,,0,0,0
U001423,Google Ads,,,,,0.00,Low,,0,0,0
U001424,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U001425,Organic Search,2025-11-26,2025-11-28,2025-12-05,2025-12-13,669.77,Low,2025-11,1,1,1
U001426,Organic Search,,,,,0.00,Low,,0,0,0
U001427,Email,,,,,0.00,Low,,1,0,0
U001428,SMS,,,,,0.00,Low,,1,1,1
U001429,Google Ads,2026-01-31,2026-02-06,,,0.00,Low,2026-01,1,1,0
U001430,SMS,,,,,0.00,Low,,0,0,0
U001431,Organic Search,2026-01-10,,,,0.00,Low,2026-01,1,1,0
U001432,Email,2026-01-03,2026-01-12,2026-01-22,2026-01-30,583.89,Low,2026-01,0,0,0
U001433,Referral,2025-12-19,2025-12-23,2025-12-28,2026-01-07,990.69,Low,2025-12,0,0,0
U001434,SMS,,,,,0.00,Low,,0,0,0
U001435,Referral,,,,,0.00,Low,,0,0,0
U001436,Organic Search,,,,,0.00,Low,,0,0,0
U001437,Organic Search,2025-12-08,,,,0.00,Low,2025-12,0,0,0
U001438,Google Ads,,,,,0.00,Low,,1,1,0
U001439,Google Ads,,,,,0.00,Low,,0,0,0
U001440,Meta (FB/IG),,,,,0.00,Low,,1,0,0
U001441,Google Ads,2026-01-12,,,,0.00,Low,2026-01,0,0,0
U001442,Google Ads,,,,,0.00,Low,,0,0,0
U001443,Google Ads,2026-01-28,2026-01-31,2026-02-04,,0.00,Low,2026-01,1,1,1
U001444,Organic Search,2025-12-13,,,,0.00,Low,2025-12,1,1,1
U001445,Organic Search,,,,,0.00,Low,,0,0,0
U001446,Push Notification (WebEngage),,,,,0.00,Low,,0,0,0
U001447,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U001448,Meta (FB/IG),2025-11-27,2025-12-01,,,0.00,Low,2025-11,0,0,0
U001449,Referral,,,,,0.00,Low,,0,0,0
U001450,SMS,,,,,0.00,Low,,0,0,0
U001451,Push Notification (WebEngage),2026-01-09,,,,0.00,Low,2026-01,1,0,0
U001452,Google Ads,,,,,0.00,Low,,0,0,0
U001453,Email,2025-12-28,2026-01-03,2026-01-11,2026-01-19,501.75,Low,2025-12,1,0,0
U001454,Meta (FB/IG),2026-01-21,,,,0.00,Low,2026-01,0,0,0
U001455,Push Notification (WebEngage),,,,,0.00,Low,,0,0,0
U001456,Organic Search,,,,,0.00,Low,,0,0,0
U001457,Google Ads,2025-12-15,,,,0.00,Low,2025-12,0,0,0
U001458,Google Ads,2025-12-13,,,,0.00,Low,2025-12,1,0,0
U001459,Organic Search,2025-12-24,2026-01-02,2026-01-07,2026-01-10,424.14,Low,2025-12,0,0,0
U001460,Google Ads,2026-01-27,2026-02-02,,,0.00,Low,2026-01,0,0,0
U001461,Google Ads,2025-12-10,2025-12-19,2025-12-25,2026-01-02,134.57,Low,2025-12,0,0,0
U001462,Google Ads,,,,,0.00,Low,,0,0,0
U001463,SMS,2026-01-01,2026-01-03,2026-01-13,2026-01-13,86.17,Low,2026-01,0,0,0
U001464,Email,2025-12-14,2025-12-19,,,0.00,Low,2025-12,0,0,0
U001465,Push Notification (WebEngage),,,,,0.00,Low,,0,0,0
U001466,Google Ads,,,,,0.00,Low,,0,0,0
U001467,Push Notification (WebEngage),,,,,0.00,Low,,1,0,0
U001468,Referral,,,,,0.00,Low,,1,1,0
U001469,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U001470,Meta (FB/IG),,,,,0.00,Low,,1,1,0
U001471,Meta (FB/IG),2026-01-26,2026-02-03,2026-02-10,2026-02-17,255.66,Low,2026-01,1,1,0
U001472,Organic Search,,,,,0.00,Low,,0,0,0
U001473,SMS,,,,,0.00,Low,,0,0,0
U001474,Referral,,,,,0.00,Low,,0,0,0
U001475,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U001476,Google Ads,,,,,0.00,Low,,0,0,0
U001477,Google Ads,,,,,0.00,Low,,0,0,0
U001478,Push Notification (WebEngage),2025-12-31,2026-01-05,,,0.00,Low,2025-12,1,1,1
U001479,SMS,2026-02-08,,,,0.00,Low,2026-02,0,0,0
U001480,LinkedIn Ads,,,,,0.00,Low,,0,0,0
U001481,SMS,,,,,0.00,Low,,0,0,0
U001482,Email,2025-12-05,2025-12-12,,,0.00,Low,2025-12,0,0,0
U001483,Meta (FB/IG),,,,,0.00,Low,,1,1,0
U001484,Meta (FB/IG),2026-01-04,,,,0.00,Low,2026-01,0,0,0
U001485,SMS,2025-12-21,,,,0.00,Low,2025-12,0,0,0
U001486,Google Ads,,,,,0.00,Low,,0,0,0
U001487,Email,,,,,0.00,Low,,0,0,0
U001488,Meta (FB/IG),2026-01-05,,,,0.00,Low,2026-01,0,0,0
U001489,Google Ads,2025-12-31,2026-01-02,2026-01-03,,0.00,Low,2025-12,0,0,0
U001490,Google Ads,,,,,0.00,Low,,0,0,0
U001491,Email,,,,,0.00,Low,,0,0,0
U001492,Referral,,,,,0.00,Low,,0,0,0
U001493,Referral,2026-02-08,2026-02-16,,,0.00,Low,2026-02,1,1,0
U001494,Meta (FB/IG),2026-01-01,,,,0.00,Low,2026-01,0,0,0
U001495,Google Ads,2026-01-02,2026-01-11,,,0.00,Low,2026-01,0,0,0
U001496,Organic Search,,,,,0.00,Low,,0,0,0
U001497,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U001498,Google Ads,,,,,0.00,Low,,0,0,0
U001499,Email,2026-01-01,2026-01-09,2026-01-12,2026-01-28,315.77,Low,2026-01,1,1,1
U001500,SMS,,,,,0.00,Low,,1,1,0
U001501,Meta (FB/IG),2026-02-13,,,,0.00,Low,2026-02,1,1,0
U001502,SMS,,,,,0.00,Low,,0,0,0
U001503,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U001504,Google Ads,,,,,0.00,Low,,1,1,0
U001505,Google Ads,,,,,0.00,Low,,0,0,0
U001506,Meta (FB/IG),2025-12-17,2025-12-26,,,0.00,Low,2025-12,0,0,0
U001507,Email,,,,,0.00,Low,,0,0,0
U001508,Meta (FB/IG),2026-01-29,,,,0.00,Low,2026-01,0,0,0
U001509,Organic Search,,,,,0.00,Low,,0,0,0
U001510,Google Ads,,,,,0.00,Low,,0,0,0
U001511,Organic Search,2025-12-11,2025-12-12,2025-12-17,2026-01-02,328.47,Low,2025-12,1,1,1
U001512,Meta (FB/IG),2026-01-01,,,,0.00,Low,2026-01,0,0,0
U001513,Google Ads,,,,,0.00,Low,,1,1,1
U001514,LinkedIn Ads,,,,,0.00,Low,,0,0,0
U001515,Referral,2026-01-11,,,,0.00,Low,2026-01,0,0,0
U001516,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U001517,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U001518,Google Ads,,,,,0.00,Low,,0,0,0
U001519,Referral,2025-12-21,,,,0.00,Low,2025-12,1,1,1
U001520,Push Notification (WebEngage),,,,,0.00,Low,,0,0,0
U001521,Google Ads,,,,,0.00,Low,,0,0,0
U001522,Referral,2026-01-18,2026-01-22,2026-01-24,,0.00,Low,2026-01,0,0,0
U001523,Email,,,,,0.00,Low,,0,0,0
U001524,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U001525,Organic Search,,,,,0.00,Low,,0,0,0
U001526,Push Notification (WebEngage),,,,,0.00,Low,,0,0,0
U001527,SMS,,,,,0.00,Low,,0,0,0
U001528,LinkedIn Ads,,,,,0.00,Low,,0,0,0
U001529,SMS,,,,,0.00,Low,,0,0,0
U001530,SMS,,,,,0.00,Low,,0,0,0
U001531,Push Notification (WebEngage),,,,,0.00,Low,,0,0,0
U001532,SMS,,,,,0.00,Low,,0,0,0
U001533,Organic Search,,,,,0.00,Low,,0,0,0
U001534,Google Ads,,,,,0.00,Low,,0,0,0
U001535,Google Ads,,,,,0.00,Low,,0,0,0
U001536,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U001537,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U001538,Google Ads,,,,,0.00,Low,,0,0,0
U001539,Referral,2025-12-18,2025-12-21,,,0.00,Low,2025-12,0,0,0
U001540,Organic Search,2026-02-05,2026-02-07,2026-02-11,2026-02-16,329.92,Low,2026-02,1,1,0
U001541,Meta (FB/IG),2025-12-06,2025-12-10,2025-12-14,,0.00,Low,2025-12,1,1,1
U001542,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U001543,Organic Search,,,,,0.00,Low,,0,0,0
U001544,Google Ads,,,,,0.00,Low,,0,0,0
U001545,Referral,,,,,0.00,Low,,0,0,0
U001546,SMS,,,,,0.00,Low,,1,1,0
U001547,LinkedIn Ads,,,,,0.00,Low,,0,0,0
U001548,Google Ads,,,,,0.00,Low,,0,0,0
U001549,Organic Search,,,,,0.00,Low,,0,0,0
U001550,Push Notification (WebEngage),,,,,0.00,Low,,0,0,0
U001551,Google Ads,2025-12-14,,,,0.00,Low,2025-12,1,1,0
U001552,LinkedIn Ads,,,,,0.00,Low,,0,0,0
U001553,Google Ads,,,,,0.00,Low,,0,0,0
U001554,Referral,,,,,0.00,Low,,0,0,0
U001555,Organic Search,,,,,0.00,Low,,0,0,0
U001556,Email,2025-12-21,,,,0.00,Low,2025-12,0,0,0
U001557,Google Ads,2025-12-03,2025-12-08,2025-12-15,2025-12-22,1595.07,Medium,2025-12,0,0,0
U001558,SMS,,,,,0.00,Low,,0,0,0
U001559,Google Ads,,,,,0.00,Low,,1,1,1
U001560,Push Notification (WebEngage),,,,,0.00,Low,,0,0,0
U001561,Push Notification (WebEngage),2025-12-30,2026-01-04,,,0.00,Low,2025-12,0,0,0
U001562,Push Notification (WebEngage),2026-02-09,2026-02-17,2026-02-17,,402.32,Low,2026-02,1,0,0
U001563,SMS,,,,,0.00,Low,,0,0,0
U001564,Organic Search,,,,,0.00,Low,,0,0,0
U001565,Organic Search,,,,,0.00,Low,,0,0,0
U001566,Push Notification (WebEngage),,,,,0.00,Low,,0,0,0
U001567,Meta (FB/IG),2026-01-04,,,,0.00,Low,2026-01,1,0,0
U001568,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U001569,Push Notification (WebEngage),,,,,0.00,Low,,0,0,0
U001570,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U001571,Referral,2025-11-24,2025-11-27,,,0.00,Low,2025-11,0,0,0
U001572,Google Ads,,,,,0.00,Low,,1,1,1
U001573,Organic Search,2025-11-24,2025-11-29,,,0.00,Low,2025-11,0,0,0
U001574,SMS,,,,,0.00,Low,,1,0,0
U001575,Organic Search,2025-12-11,,,,0.00,Low,2025-12,1,1,0
U001576,Email,,,,,0.00,Low,,0,0,0
U001577,Organic Search,2025-12-20,2025-12-29,2026-01-07,,626.23,Low,2025-12,1,1,0
U001578,Google Ads,,,,,0.00,Low,,1,1,1
U001579,Meta (FB/IG),2025-12-27,2026-01-05,2026-01-15,2026-02-04,536.77,Low,2025-12,1,0,0
U001580,Push Notification (WebEngage),,,,,0.00,Low,,1,1,1
U001581,Organic Search,,,,,0.00,Low,,0,0,0
U001582,SMS,,,,,0.00,Low,,0,0,0
U001583,Email,,,,,0.00,Low,,0,0,0
U001584,Google Ads,,,,,0.00,Low,,0,0,0
U001585,Referral,,,,,0.00,Low,,0,0,0
U001586,Google Ads,,,,,0.00,Low,,0,0,0
U001587,Google Ads,2026-01-05,2026-01-13,2026-01-15,2026-01-21,529.44,Low,2026-01,1,1,1
U001588,Google Ads,2025-12-08,,,,0.00,Low,2025-12,1,1,0
U001589,Google Ads,,,,,0.00,Low,,0,0,0
U001590,Google Ads,,,,,0.00,Low,,0,0,0
U001591,Google Ads,,,,,0.00,Low,,0,0,0
U001592,Meta (FB/IG),2025-12-19,2025-12-21,2025-12-31,,0.00,Low,2025-12,1,1,1
U001593,Email,,,,,0.00,Low,,0,0,0
U001594,Email,2026-01-22,2026-01-31,2026-02-04,,0.00,Low,2026-01,0,0,0
U001595,Push Notification (WebEngage),,,,,0.00,Low,,1,1,0
U001596,Push Notification (WebEngage),,,,,0.00,Low,,1,0,0
U001597,Email,2025-12-11,,,,0.00,Low,2025-12,1,0,0
U001598,Google Ads,2025-12-07,,,,0.00,Low,2025-12,0,0,0
U001599,Push Notification (WebEngage),,,,,0.00,Low,,0,0,0
U001600,Google Ads,,,,,0.00,Low,,0,0,0
U001601,Email,,,,,0.00,Low,,0,0,0
U001602,Email,2026-02-08,2026-02-12,,,0.00,Low,2026-02,0,0,0
U001603,Organic Search,2026-01-29,2026-02-03,,,0.00,Low,2026-01,1,0,0
U001604,Meta (FB/IG),2025-12-19,2025-12-21,,,0.00,Low,2025-12,1,1,0
U001605,Organic Search,2025-12-22,2025-12-28,2026-01-02,2026-01-18,332.00,Low,2025-12,0,0,0
U001606,Google Ads,,,,,0.00,Low,,0,0,0
U001607,Push Notification (WebEngage),,,,,0.00,Low,,0,0,0
U001608,SMS,,,,,0.00,Low,,0,0,0
U001609,LinkedIn Ads,,,,,0.00,Low,,0,0,0
U001610,LinkedIn Ads,,,,,0.00,Low,,0,0,0
U001611,SMS,,,,,0.00,Low,,0,0,0
U001612,SMS,,,,,0.00,Low,,0,0,0
U001613,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U001614,Meta (FB/IG),,,,,0.00,Low,,1,1,1
U001615,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U001616,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U001617,Organic Search,2025-12-25,2025-12-30,,,0.00,Low,2025-12,0,0,0
U001618,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U001619,SMS,,,,,0.00,Low,,0,0,0
U001620,Meta (FB/IG),,,,,0.00,Low,,0,0,0
U001621,Meta (FB/IG),2026-01-21,2026-01-28,2026-01-30,2026-02-05,225.92,Low,2026-01,0,0,0
U001622,Push Notification (WebEngage),,,,,0.00,Low,,0,0,0
U001623,Google Ads,2025-12-24,2026-01-02,2026-01-02,2026-01-22,355.19,Low,2025-12,1,1,0
U001624,Meta (FB/IG),2026-02-11,2026-02-13,2026-02-17,,0.00,Low,2026-02,1,0,0
U001625,Referral,2025-12-08,,,,0.00,Low,2025-12,1,0,0
U001626,Referral,2026-01-12,,,,0.00,Low,2026-01,1,1,1
