date,campaign_id,channel,impressions,clicks,leads,conversions,cost,revenue_attributed,ROI,CPA,CPL,CAC
2025-12-10,CAMP_GGL_DG_03,Google Ads,68,4,2,0,7.33,69.17,8.4366,,3.67,
2025-12-10,CAMP_GGL_GEN_02,Google Ads,132,11,1,1,153.74,4735.13,29.7996,153.74,153.74,153.74
2025-12-10,CAMP_LI_B2B_08,LinkedIn Ads,33,1,2,0,44.22,87.34,0.9751,,22.11,
2025-12-10,CAMP_META_AWR_05,Meta (FB/IG),138,2,0,0,6.11,0.00,-1.0000,,,
2025-12-10,CAMP_META_LG_06,Meta (FB/IG),126,5,2,0,8.05,86.03,9.6870,,4.03,
2025-12-10,CAMP_ORG_JUMPP_16,Organic Search,86,11,3,1,0.00,4728.17,,0.00,0.00,0.00
2025-12-10,CAMP_ORG_SHOONYA_15,Organic Search,127,15,2,0,0.00,43.79,,,0.00,
2025-12-10,CAMP_PUSH_DGL_14,Push Notification (WebEngage),77,6,0,0,1.28,0.00,-1.0000,,,
2025-12-10,CAMP_PUSH_WLC_13,Push Notification (WebEngage),78,9,3,0,1.30,57.54,43.2615,,0.43,
2025-12-10,CAMP_REF_INVITE_17,Referral,79,15,3,1,0.00,4893.62,,0.00,0.00,0.00
2025-12-10,CAMP_REF_PARTNER_18,Referral,55,9,4,0,0.00,76.32,,,0.00,
2025-12-10,CAMP_SMS_ESIGN_12,SMS,53,5,0,0,7.84,0.00,-1.0000,,,
2025-12-10,CAMP_SMS_OTP_11,SMS,48,4,0,0,7.02,0.00,-1.0000,,,
2025-12-11,CAMP_EM_DGL_10,Email,77,8,0,0,4.05,0.00,-1.0000,,,
2025-12-11,CAMP_EM_PAN_09,Email,58,5,1,2,3.17,6549.32,2065.0315,1.58,3.17,1.58
2025-12-11,CAMP_GGL_BRAND_01,Google Ads,109,16,4,2,253.94,9764.24,37.4510,126.97,63.48,126.97
2025-12-11,CAMP_GGL_DG_03,Google Ads,49,7,1,0,5.39,39.88,6.3989,,5.39,
2025-12-11,CAMP_GGL_GEN_02,Google Ads,101,9,2,2,115.26,9413.00,80.6675,57.63,57.63,57.63
2025-12-11,CAMP_LI_B2B_08,LinkedIn Ads,53,1,1,0,44.75,38.18,-0.1468,,44.75,
2025-12-11,CAMP_META_AWR_05,Meta (FB/IG),148,3,1,0,6.71,40.34,5.0119,,6.71,
2025-12-11,CAMP_META_LG_06,Meta (FB/IG),85,3,4,0,5.49,164.88,29.0328,,1.37,
2025-12-11,CAMP_ORG_JUMPP_16,Organic Search,124,15,2,1,0.00,5413.74,,0.00,0.00,0.00
2025-12-11,CAMP_ORG_SHOONYA_15,Organic Search,96,15,2,0,0.00,48.26,,,0.00,
2025-12-11,CAMP_PUSH_DGL_14,Push Notification (WebEngage),90,9,1,1,1.52,2888.79,1899.5197,1.52,1.52,1.52
2025-12-11,CAMP_PUSH_WLC_13,Push Notification (WebEngage),92,7,0,1,1.55,2767.28,1784.3419,1.55,,1.55
2025-12-11,CAMP_REF_INVITE_17,Referral,63,14,2,0,0.00,39.64,,,0.00,
2025-12-11,CAMP_REF_PARTNER_18,Referral,80,10,3,0,0.00,65.39,,,0.00,
2025-12-11,CAMP_SMS_ESIGN_12,SMS,45,2,0,0,6.79,0.00,-1.0000,,,
2025-12-11,CAMP_SMS_OTP_11,SMS,58,7,0,0,8.46,0.00,-1.0000,,,
2025-12-12,CAMP_EM_DGL_10,Email,75,6,1,0,4.15,23.68,4.7060,,4.15,
2025-12-12,CAMP_EM_PAN_09,Email,50,4,0,0,2.80,0.00,-1.0000,,,
2025-12-12,CAMP_GGL_BRAND_01,Google Ads,106,22,2,0,351.69,83.46,-0.7627,,175.84,
2025-12-12,CAMP_GGL_DG_03,Google Ads,103,9,1,0,11.36,36.47,2.2104,,11.36,
2025-12-12,CAMP_GGL_GEN_02,Google Ads,60,5,0,1,64.05,3769.95,57.8595,64.05,,64.05
2025-12-12,CAMP_GGL_UAC_04,Google Ads,58,3,0,0,25.62,0.00,-1.0000,,,
2025-12-12,CAMP_LI_B2B_08,LinkedIn Ads,36,1,1,0,32.15,40.81,0.2694,,32.15,
2025-12-12,CAMP_META_AWR_05,Meta (FB/IG),140,2,0,0,6.31,0.00,-1.0000,,,
2025-12-12,CAMP_META_LG_06,Meta (FB/IG),91,3,1,0,5.75,40.53,6.0487,,5.75,
2025-12-12,CAMP_ORG_JUMPP_16,Organic Search,140,14,3,1,0.00,5479.63,,0.00,0.00,0.00
2025-12-12,CAMP_ORG_SHOONYA_15,Organic Search,98,12,3,0,0.00,66.51,,,0.00,
2025-12-12,CAMP_PUSH_DGL_14,Push Notification (WebEngage),70,7,0,0,1.22,0.00,-1.0000,,,
2025-12-12,CAMP_PUSH_WLC_13,Push Notification (WebEngage),87,10,1,0,1.46,19.45,12.3219,,1.46,
2025-12-12,CAMP_REF_INVITE_17,Referral,65,13,1,2,0.00,10499.65,,0.00,0.00,0.00
2025-12-12,CAMP_REF_PARTNER_18,Referral,54,7,0,0,0.00,0.00,,,,
2025-12-12,CAMP_SMS_ESIGN_12,SMS,42,2,2,0,6.45,40.07,5.2124,,3.23,
2025-12-12,CAMP_SMS_OTP_11,SMS,34,5,0,1,5.09,2558.86,501.7230,5.09,,5.09
2025-12-13,CAMP_EM_DGL_10,Email,39,5,0,0,2.10,0.00,-1.0000,,,
2025-12-13,CAMP_EM_PAN_09,Email,46,3,1,1,2.60,2843.12,1092.5077,2.60,2.60,2.60
2025-12-13,CAMP_GGL_BRAND_01,Google Ads,89,15,5,2,236.25,8994.15,37.0705,118.12,47.25,118.12
2025-12-13,CAMP_GGL_DG_03,Google Ads,101,8,1,0,10.96,37.40,2.4124,,10.96,
2025-12-13,CAMP_GGL_GEN_02,Google Ads,76,7,1,1,90.07,3847.39,41.7156,90.07,90.07,90.07
2025-12-13,CAMP_GGL_UAC_04,Google Ads,55,4,1,0,41.48,41.77,0.0070,,41.48,
2025-12-13,CAMP_LI_B2B_08,LinkedIn Ads,37,1,1,0,40.15,39.92,-0.0057,,40.15,
2025-12-13,CAMP_META_AWR_05,Meta (FB/IG),93,1,0,0,4.15,0.00,-1.0000,,,
2025-12-13,CAMP_META_LG_06,Meta (FB/IG),104,4,0,0,6.56,0.00,-1.0000,,,
2025-12-13,CAMP_ORG_JUMPP_16,Organic Search,86,11,2,1,0.00,4785.83,,0.00,0.00,0.00
2025-12-13,CAMP_ORG_SHOONYA_15,Organic Search,98,16,1,0,0.00,23.63,,,0.00,
2025-12-13,CAMP_PUSH_DGL_14,Push Notification (WebEngage),58,5,1,0,0.93,18.87,19.2903,,0.93,
2025-12-13,CAMP_PUSH_WLC_13,Push Notification (WebEngage),67,6,2,0,1.11,37.47,32.7568,,0.56,
2025-12-13,CAMP_REF_INVITE_17,Referral,60,14,3,1,0.00,5406.73,,0.00,0.00,0.00
2025-12-13,CAMP_REF_PARTNER_18,Referral,57,10,2,0,0.00,44.11,,,0.00,
2025-12-13,CAMP_SMS_ESIGN_12,SMS,31,3,1,0,4.45,19.42,3.3640,,4.45,
2025-12-13,CAMP_SMS_OTP_11,SMS,14,1,0,1,2.03,3135.71,1543.6847,2.03,,2.03
2025-12-14,CAMP_EM_DGL_10,Email,41,5,1,0,2.19,21.73,8.9224,,2.19,
2025-12-14,CAMP_EM_PAN_09,Email,45,6,3,0,2.47,56.71,21.9595,,0.82,
2025-12-14,CAMP_GGL_BRAND_01,Google Ads,101,21,2,0,342.64,79.36,-0.7684,,171.32,
2025-12-14,CAMP_GGL_DG_03,Google Ads,78,7,1,0,8.65,36.55,3.2254,,8.65,
2025-12-14,CAMP_GGL_GEN_02,Google Ads,111,11,0,1,149.50,4515.52,29.2041,149.50,,149.50
2025-12-14,CAMP_GGL_UAC_04,Google Ads,57,3,2,0,28.87,75.68,1.6214,,14.44,
2025-12-14,CAMP_LI_B2B_08,LinkedIn Ads,24,0,0,0,0.00,0.00,,,,
2025-12-14,CAMP_META_AWR_05,Meta (FB/IG),151,4,2,3,6.87,11491.13,1671.6536,2.29,3.44,2.29
2025-12-14,CAMP_META_LG_06,Meta (FB/IG),65,2,1,0,4.11,41.16,9.0146,,4.11,
2025-12-14,CAMP_ORG_JUMPP_16,Organic Search,51,8,4,2,0.00,10143.68,,0.00,0.00,0.00
2025-12-14,CAMP_ORG_SHOONYA_15,Organic Search,103,10,3,2,0.00,9537.50,,0.00,0.00,0.00
2025-12-14,CAMP_PUSH_DGL_14,Push Notification (WebEngage),85,10,0,0,1.44,0.00,-1.0000,,,
2025-12-14,CAMP_PUSH_WLC_13,Push Notification (WebEngage),57,5,1,0,0.95,18.74,18.7263,,0.95,
2025-12-14,CAMP_REF_INVITE_17,Referral,59,10,2,0,0.00,43.44,,,0.00,
2025-12-14,CAMP_REF_PARTNER_18,Referral,48,8,2,0,0.00,46.86,,,0.00,
2025-12-14,CAMP_SMS_ESIGN_12,SMS,36,2,0,0,5.23,0.00,-1.0000,,,
2025-12-14,CAMP_SMS_OTP_11,SMS,33,3,1,0,4.87,23.26,3.7762,,4.87,
2025-12-15,CAMP_EM_DGL_10,Email,39,5,1,0,2.23,19.98,7.9596,,2.23,
2025-12-15,CAMP_EM_PAN_09,Email,80,10,2,2,4.48,5601.76,1249.3929,2.24,2.24,2.24
2025-12-15,CAMP_GGL_BRAND_01,Google Ads,99,17,2,0,281.56,77.45,-0.7249,,140.78,
2025-12-15,CAMP_GGL_DG_03,Google Ads,115,11,3,0,12.79,113.34,7.8616,,4.26,
2025-12-15,CAMP_GGL_GEN_02,Google Ads,88,7,2,2,94.72,7601.54,79.2527,47.36,47.36,47.36
2025-12-15,CAMP_GGL_UAC_04,Google Ads,68,4,0,0,38.45,0.00,-1.0000,,,
2025-12-15,CAMP_LI_B2B_08,LinkedIn Ads,35,0,0,0,0.00,0.00,,,,
2025-12-15,CAMP_META_AWR_05,Meta (FB/IG),145,3,2,0,6.48,66.65,9.2855,,3.24,
2025-12-15,CAMP_META_LG_06,Meta (FB/IG),86,3,0,1,5.43,3889.88,715.3683,5.43,,5.43
2025-12-15,CAMP_ORG_JUMPP_16,Organic Search,113,15,2,2,0.00,8666.89,,0.00,0.00,0.00
2025-12-15,CAMP_ORG_SHOONYA_15,Organic Search,94,10,1,0,0.00,20.36,,,0.00,
2025-12-15,CAMP_PUSH_DGL_14,Push Notification (WebEngage),87,8,1,0,1.44,18.57,11.8958,,1.44,
2025-12-15,CAMP_PUSH_WLC_13,Push Notification (WebEngage),85,8,1,1,1.38,3317.77,2403.1812,1.38,1.38,1.38
2025-12-15,CAMP_REF_INVITE_17,Referral,53,12,6,0,0.00,134.95,,,0.00,
2025-12-15,CAMP_REF_PARTNER_18,Referral,64,7,2,0,0.00,39.12,,,0.00,
2025-12-15,CAMP_SMS_ESIGN_12,SMS,42,2,0,0,6.41,0.00,-1.0000,,,
2025-12-15,CAMP_SMS_OTP_11,SMS,51,3,0,0,7.51,0.00,-1.0000,,,
2025-12-16,CAMP_EM_DGL_10,Email,52,6,0,0,2.85,0.00,-1.0000,,,
2025-12-16,CAMP_EM_PAN_09,Email,69,9,2,0,3.81,48.14,11.6352,,1.91,
2025-12-16,CAMP_GGL_BRAND_01,Google Ads,80,21,2,1,348.28,4734.13,12.5929,348.28,174.14,348.28
2025-12-16,CAMP_GGL_DG_03,Google Ads,99,8,0,1,10.89,4817.71,441.3976,10.89,,10.89
2025-12-16,CAMP_GGL_GEN_02,Google Ads,107,7,3,1,103.66,4954.14,46.7922,103.66,34.55,103.66
2025-12-16,CAMP_GGL_UAC_04,Google Ads,81,4,2,0,38.71,79.70,1.0589,,19.36,
2025-12-16,CAMP_LI_B2B_08,LinkedIn Ads,23,0,1,0,0.00,42.57,,,0.00,
2025-12-16,CAMP_META_AWR_05,Meta (FB/IG),145,3,2,0,6.47,73.67,10.3864,,3.23,
2025-12-16,CAMP_META_LG_06,Meta (FB/IG),106,5,2,1,6.76,4198.54,620.0858,6.76,3.38,6.76
2025-12-16,CAMP_ORG_JUMPP_16,Organic Search,80,10,5,1,0.00,4232.13,,0.00,0.00,0.00
2025-12-16,CAMP_ORG_SHOONYA_15,Organic Search,96,15,2,1,0.00,4166.97,,0.00,0.00,0.00
2025-12-16,CAMP_PUSH_DGL_14,Push Notification (WebEngage),43,5,0,1,0.63,3167.51,5026.7937,0.63,,0.63
2025-12-16,CAMP_PUSH_WLC_13,Push Notification (WebEngage),71,6,2,0,1.12,43.52,37.8571,,0.56,
2025-12-16,CAMP_REF_INVITE_17,Referral,91,14,2,2,0.00,11472.81,,0.00,0.00,0.00
2025-12-16,CAMP_REF_PARTNER_18,Referral,43,6,1,1,0.00,5560.07,,0.00,0.00,0.00
2025-12-16,CAMP_SMS_ESIGN_12,SMS,50,4,0,0,7.64,0.00,-1.0000,,,
2025-12-16,CAMP_SMS_OTP_11,SMS,44,2,0,1,6.72,2577.04,382.4881,6.72,,6.72
2025-12-17,CAMP_EM_DGL_10,Email,45,4,1,0,2.48,18.61,6.5040,,2.48,
2025-12-17,CAMP_EM_PAN_09,Email,56,11,3,0,3.20,66.86,19.8937,,1.07,
2025-12-17,CAMP_GGL_BRAND_01,Google Ads,52,10,1,0,166.19,36.72,-0.7790,,166.19,
2025-12-17,CAMP_GGL_DG_03,Google Ads,37,6,1,1,4.14,5009.83,1209.1039,4.14,4.14,4.14
2025-12-17,CAMP_GGL_GEN_02,Google Ads,79,8,1,2,108.47,9293.78,84.6806,54.23,108.47,54.23
2025-12-17,CAMP_GGL_UAC_04,Google Ads,76,3,1,0,25.04,43.58,0.7404,,25.04,
2025-12-17,CAMP_LI_B2B_08,LinkedIn Ads,28,0,0,0,0.00,0.00,,,,
2025-12-17,CAMP_META_AWR_05,Meta (FB/IG),121,2,3,1,5.36,3371.27,627.9683,5.36,1.79,5.36
2025-12-17,CAMP_META_LG_06,Meta (FB/IG),96,4,0,0,6.06,0.00,-1.0000,,,
2025-12-17,CAMP_ORG_JUMPP_16,Organic Search,119,13,3,1,0.00,4825.54,,0.00,0.00,0.00
2025-12-17,CAMP_ORG_SHOONYA_15,Organic Search,132,15,3,3,0.00,15298.45,,0.00,0.00,0.00
2025-12-17,CAMP_PUSH_DGL_14,Push Notification (WebEngage),82,5,1,0,1.38,18.52,12.4203,,1.38,
2025-12-17,CAMP_PUSH_WLC_13,Push Notification (WebEngage),104,9,3,0,1.73,70.15,39.5491,,0.58,
2025-12-17,CAMP_REF_INVITE_17,Referral,72,12,2,1,0.00,4753.66,,0.00,0.00,0.00
2025-12-17,CAMP_REF_PARTNER_18,Referral,39,6,2,0,0.00,47.13,,,0.00,
2025-12-17,CAMP_SMS_ESIGN_12,SMS,40,2,0,0,6.00,0.00,-1.0000,,,
2025-12-17,CAMP_SMS_OTP_11,SMS,32,2,0,0,4.63,0.00,-1.0000,,,
2025-12-18,CAMP_EM_DGL_10,Email,75,9,0,0,4.18,0.00,-1.0000,,,
2025-12-18,CAMP_EM_PAN_09,Email,39,4,2,0,2.14,44.21,19.6589,,1.07,
2025-12-18,CAMP_GGL_BRAND_01,Google Ads,105,21,1,2,406.77,8224.01,19.2178,203.38,406.77,203.38
2025-12-18,CAMP_GGL_DG_03,Google Ads,126,9,1,1,13.70,3885.75,282.6314,13.70,13.70,13.70
2025-12-18,CAMP_GGL_GEN_02,Google Ads,72,7,0,0,86.90,0.00,-1.0000,,,
2025-12-18,CAMP_GGL_UAC_04,Google Ads,74,4,1,0,36.48,34.01,-0.0677,,36.48,
2025-12-18,CAMP_LI_B2B_08,LinkedIn Ads,54,1,1,0,39.39,36.89,-0.0635,,39.39,
2025-12-18,CAMP_META_AWR_05,Meta (FB/IG),179,4,1,0,8.02,39.68,3.9476,,8.02,
2025-12-18,CAMP_META_LG_06,Meta (FB/IG),109,3,5,2,6.86,6468.06,941.8659,3.43,1.37,3.43
2025-12-18,CAMP_ORG_JUMPP_16,Organic Search,96,14,3,1,0.00,5108.38,,0.00,0.00,0.00
2025-12-18,CAMP_ORG_SHOONYA_15,Organic Search,138,18,2,1,0.00,5000.71,,0.00,0.00,0.00
2025-12-18,CAMP_PUSH_DGL_14,Push Notification (WebEngage),73,6,1,0,1.17,21.87,17.6923,,1.17,
2025-12-18,CAMP_PUSH_WLC_13,Push Notification (WebEngage),92,6,0,0,1.62,0.00,-1.0000,,,
2025-12-18,CAMP_REF_INVITE_17,Referral,58,14,2,3,0.00,13794.05,,0.00,0.00,0.00
2025-12-18,CAMP_REF_PARTNER_18,Referral,69,12,4,0,0.00,83.66,,,0.00,
2025-12-18,CAMP_SMS_ESIGN_12,SMS,52,4,1,0,7.95,20.49,1.5774,,7.95,
2025-12-18,CAMP_SMS_OTP_11,SMS,45,2,0,0,6.70,0.00,-1.0000,,,
2025-12-19,CAMP_EM_DGL_10,Email,37,5,1,0,2.19,19.40,7.8584,,2.19,
2025-12-19,CAMP_EM_PAN_09,Email,56,7,1,0,3.07,20.78,5.7687,,3.07,
2025-12-19,CAMP_GGL_BRAND_01,Google Ads,113,19,2,2,374.62,9765.26,25.0671,187.31,187.31,187.31
2025-12-19,CAMP_GGL_DG_03,Google Ads,112,10,0,1,12.49,4483.54,357.9704,12.49,,12.49
2025-12-19,CAMP_GGL_GEN_02,Google Ads,122,11,0,0,139.09,0.00,-1.0000,,,
2025-12-19,CAMP_GGL_UAC_04,Google Ads,73,3,1,1,29.69,4816.99,161.2428,29.69,29.69,29.69
2025-12-19,CAMP_LI_B2B_08,LinkedIn Ads,39,1,1,0,32.15,41.18,0.2809,,32.15,
2025-12-19,CAMP_META_AWR_05,Meta (FB/IG),124,3,0,0,5.46,0.00,-1.0000,,,
2025-12-19,CAMP_META_LG_06,Meta (FB/IG),106,4,2,0,6.73,69.03,9.2571,,3.37,
2025-12-19,CAMP_ORG_JUMPP_16,Organic Search,104,11,5,2,0.00,8776.14,,0.00,0.00,0.00
2025-12-19,CAMP_ORG_SHOONYA_15,Organic Search,101,14,2,0,0.00,43.61,,,0.00,
2025-12-19,CAMP_PUSH_DGL_14,Push Notification (WebEngage),94,9,1,1,1.59,3132.64,1969.2138,1.59,1.59,1.59
2025-12-19,CAMP_PUSH_WLC_13,Push Notification (WebEngage),89,6,3,0,1.50,65.59,42.7267,,0.50,
2025-12-19,CAMP_REF_INVITE_17,Referral,87,20,3,1,0.00,5881.54,,0.00,0.00,0.00
2025-12-19,CAMP_REF_PARTNER_18,Referral,52,10,3,0,0.00,62.20,,,0.00,
2025-12-19,CAMP_SMS_ESIGN_12,SMS,39,3,0,0,6.03,0.00,-1.0000,,,
2025-12-19,CAMP_SMS_OTP_11,SMS,45,4,0,2,6.80,5387.72,791.3118,3.40,,3.40
2025-12-20,CAMP_EM_DGL_10,Email,48,6,1,0,2.64,19.42,6.3561,,2.64,
2025-12-20,CAMP_EM_PAN_09,Email,49,5,1,1,2.65,2976.81,1122.3245,2.65,2.65,2.65
2025-12-20,CAMP_GGL_BRAND_01,Google Ads,121,19,2,2,301.43,7989.18,25.5043,150.72,150.72,150.72
2025-12-20,CAMP_GGL_DG_03,Google Ads,63,4,0,1,6.79,4759.02,699.8866,6.79,,6.79
2025-12-20,CAMP_GGL_GEN_02,Google Ads,91,6,2,1,83.80,4615.87,54.0820,83.80,41.90,83.80
2025-12-20,CAMP_GGL_UAC_04,Google Ads,55,3,0,0,29.02,0.00,-1.0000,,,
2025-12-20,CAMP_LI_B2B_08,LinkedIn Ads,39,0,0,0,0.00,0.00,,,,
2025-12-20,CAMP_META_AWR_05,Meta (FB/IG),107,2,2,0,4.77,86.99,17.2369,,2.38,
2025-12-20,CAMP_META_LG_06,Meta (FB/IG),53,3,2,1,3.47,3803.63,1095.1470,3.47,1.74,3.47
2025-12-20,CAMP_META_RM_07,Meta (FB/IG),54,3,0,0,3.87,0.00,-1.0000,,,
2025-12-20,CAMP_ORG_JUMPP_16,Organic Search,75,8,2,0,0.00,41.64,,,0.00,
2025-12-20,CAMP_ORG_SHOONYA_15,Organic Search,76,10,2,1,0.00,4180.20,,0.00,0.00,0.00
2025-12-20,CAMP_PUSH_DGL_14,Push Notification (WebEngage),72,6,1,0,1.13,21.84,18.3274,,1.13,
2025-12-20,CAMP_PUSH_WLC_13,Push Notification (WebEngage),71,6,3,0,1.25,71.47,56.1760,,0.42,
2025-12-20,CAMP_REF_INVITE_17,Referral,38,8,2,0,0.00,41.93,,,0.00,
2025-12-20,CAMP_REF_PARTNER_18,Referral,38,5,1,1,0.00,5478.41,,0.00,0.00,0.00
2025-12-20,CAMP_SMS_ESIGN_12,SMS,34,1,0,0,4.93,0.00,-1.0000,,,
2025-12-20,CAMP_SMS_OTP_11,SMS,39,2,0,0,5.59,0.00,-1.0000,,,
2025-12-21,CAMP_EM_DGL_10,Email,39,4,3,0,2.16,55.51,24.6991,,0.72,
2025-12-21,CAMP_EM_PAN_09,Email,36,5,0,0,1.94,0.00,-1.0000,,,
2025-12-21,CAMP_GGL_BRAND_01,Google Ads,54,9,0,2,143.54,8610.61,58.9875,71.77,,71.77
2025-12-21,CAMP_GGL_DG_03,Google Ads,74,6,0,1,8.15,4784.66,586.0748,8.15,,8.15
2025-12-21,CAMP_GGL_GEN_02,Google Ads,68,5,2,1,69.64,4954.20,70.1401,69.64,34.82,69.64
2025-12-21,CAMP_GGL_UAC_04,Google Ads,44,2,2,0,21.39,67.99,2.1786,,10.70,
2025-12-21,CAMP_LI_B2B_08,LinkedIn Ads,32,0,1,3,0.00,13425.95,,0.00,0.00,0.00
2025-12-21,CAMP_META_AWR_05,Meta (FB/IG),119,2,1,0,5.47,42.98,6.8574,,5.47,
2025-12-21,CAMP_META_LG_06,Meta (FB/IG),110,4,1,1,6.89,3643.11,527.7533,6.89,6.89,6.89
2025-12-21,CAMP_META_RM_07,Meta (FB/IG),41,1,1,0,3.03,34.73,10.4620,,3.03,
2025-12-21,CAMP_ORG_JUMPP_16,Organic Search,104,9,2,2,0.00,8284.68,,0.00,0.00,0.00
2025-12-21,CAMP_ORG_SHOONYA_15,Organic Search,97,13,4,1,0.00,5225.60,,0.00,0.00,0.00
2025-12-21,CAMP_PUSH_DGL_14,Push Notification (WebEngage),87,9,2,0,1.37,43.72,30.9124,,0.69,
2025-12-21,CAMP_PUSH_WLC_13,Push Notification (WebEngage),61,4,0,0,0.99,0.00,-1.0000,,,
2025-12-21,CAMP_REF_INVITE_17,Referral,70,17,3,0,0.00,68.18,,,0.00,
2025-12-21,CAMP_REF_PARTNER_18,Referral,74,9,3,0,0.00,71.51,,,0.00,
2025-12-21,CAMP_SMS_ESIGN_12,SMS,34,1,0,0,5.09,0.00,-1.0000,,,
2025-12-21,CAMP_SMS_OTP_11,SMS,36,3,1,0,5.37,20.24,2.7691,,5.37,
2025-12-22,CAMP_EM_DGL_10,Email,49,5,0,0,2.70,0.00,-1.0000,,,
2025-12-22,CAMP_EM_PAN_09,Email,50,7,1,0,2.76,20.70,6.5000,,2.76,
2025-12-22,CAMP_GGL_BRAND_01,Google Ads,109,13,0,1,202.70,4192.83,19.6849,202.70,,202.70
2025-12-22,CAMP_GGL_DG_03,Google Ads,103,8,1,2,11.35,9863.56,868.0361,5.67,11.35,5.67
2025-12-22,CAMP_GGL_GEN_02,Google Ads,101,4,1,0,52.22,41.06,-0.2137,,52.22,
2025-12-22,CAMP_GGL_UAC_04,Google Ads,58,3,0,0,32.62,0.00,-1.0000,,,
2025-12-22,CAMP_LI_B2B_08,LinkedIn Ads,42,1,0,1,42.01,3441.46,80.9200,42.01,,42.01
2025-12-22,CAMP_META_AWR_05,Meta (FB/IG),115,1,1,0,5.24,39.22,6.4847,,5.24,
2025-12-22,CAMP_META_LG_06,Meta (FB/IG),72,3,2,0,4.47,86.22,18.2886,,2.23,
2025-12-22,CAMP_META_RM_07,Meta (FB/IG),55,3,1,0,4.01,33.88,7.4489,,4.01,
2025-12-22,CAMP_ORG_JUMPP_16,Organic Search,91,9,1,2,0.00,10915.93,,0.00,0.00,0.00
2025-12-22,CAMP_ORG_SHOONYA_15,Organic Search,120,20,4,1,0.00,4746.86,,0.00,0.00,0.00
2025-12-22,CAMP_PUSH_DGL_14,Push Notification (WebEngage),120,11,2,0,1.94,44.57,21.9742,,0.97,
2025-12-22,CAMP_PUSH_WLC_13,Push Notification (WebEngage),93,10,1,0,1.50,18.76,11.5067,,1.50,
2025-12-22,CAMP_REF_INVITE_17,Referral,91,18,3,0,0.00,66.03,,,0.00,
2025-12-22,CAMP_REF_PARTNER_18,Referral,73,14,2,2,0.00,11473.25,,0.00,0.00,0.00
2025-12-22,CAMP_SMS_ESIGN_12,SMS,67,6,1,0,9.55,20.12,1.1068,,9.55,
2025-12-22,CAMP_SMS_OTP_11,SMS,42,3,1,0,6.39,18.40,1.8795,,6.39,
2025-12-23,CAMP_EM_DGL_10,Email,73,8,0,0,3.98,0.00,-1.0000,,,
2025-12-23,CAMP_EM_PAN_09,Email,69,8,4,0,3.43,93.73,26.3265,,0.86,
2025-12-23,CAMP_GGL_BRAND_01,Google Ads,118,16,3,1,260.70,4311.29,15.5374,260.70,86.90,260.70
2025-12-23,CAMP_GGL_DG_03,Google Ads,81,6,2,1,8.90,4950.61,555.2483,8.90,4.45,8.90
2025-12-23,CAMP_GGL_GEN_02,Google Ads,119,8,0,0,105.33,0.00,-1.0000,,,
2025-12-23,CAMP_GGL_UAC_04,Google Ads,84,4,0,0,40.01,0.00,-1.0000,,,
2025-12-23,CAMP_LI_B2B_08,LinkedIn Ads,48,1,0,0,36.37,0.00,-1.0000,,,
2025-12-23,CAMP_META_AWR_05,Meta (FB/IG),116,3,0,1,5.29,3326.60,627.8469,5.29,,5.29
2025-12-23,CAMP_META_LG_06,Meta (FB/IG),120,4,1,0,7.54,42.26,4.6048,,7.54,
2025-12-23,CAMP_META_RM_07,Meta (FB/IG),45,2,1,0,3.33,39.52,10.8679,,3.33,
2025-12-23,CAMP_ORG_JUMPP_16,Organic Search,83,12,1,1,0.00,4836.61,,0.00,0.00,0.00
2025-12-23,CAMP_ORG_SHOONYA_15,Organic Search,82,12,4,3,0.00,14494.78,,0.00,0.00,0.00
2025-12-23,CAMP_PUSH_DGL_14,Push Notification (WebEngage),84,10,1,1,1.34,3433.63,2561.4104,1.34,1.34,1.34
2025-12-23,CAMP_PUSH_WLC_13,Push Notification (WebEngage),102,11,1,0,1.74,23.74,12.6437,,1.74,
2025-12-23,CAMP_REF_INVITE_17,Referral,30,7,0,1,0.00,4995.37,,0.00,,0.00
2025-12-23,CAMP_REF_PARTNER_18,Referral,60,9,4,0,0.00,81.07,,,0.00,
2025-12-23,CAMP_SMS_ESIGN_12,SMS,55,3,0,0,8.03,0.00,-1.0000,,,
2025-12-23,CAMP_SMS_OTP_11,SMS,56,5,0,0,8.44,0.00,-1.0000,,,
2025-12-24,CAMP_EM_DGL_10,Email,69,7,0,0,3.72,0.00,-1.0000,,,
2025-12-24,CAMP_EM_PAN_09,Email,45,5,1,0,2.59,18.57,6.1699,,2.59,
2025-12-24,CAMP_GGL_BRAND_01,Google Ads,141,18,1,1,301.78,4124.59,12.6675,301.78,301.78,301.78
2025-12-24,CAMP_GGL_DG_03,Google Ads,76,7,3,0,8.61,118.95,12.8153,,2.87,
2025-12-24,CAMP_GGL_GEN_02,Google Ads,120,9,1,0,116.69,43.90,-0.6238,,116.69,
2025-12-24,CAMP_GGL_UAC_04,Google Ads,88,5,0,3,49.45,12848.16,258.8212,16.48,,16.48
2025-12-24,CAMP_LI_B2B_08,LinkedIn Ads,45,1,0,0,33.75,0.00,-1.0000,,,
2025-12-24,CAMP_META_AWR_05,Meta (FB/IG),74,1,2,0,3.28,85.57,25.0884,,1.64,
2025-12-24,CAMP_META_LG_06,Meta (FB/IG),99,3,3,1,6.22,3733.28,599.2058,6.22,2.07,6.22
